Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Lengths,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Start Time
192.168.43.1,53,192.168.43.109,40245,TCP,1739562647.951314,0.2845590114593506,6,0,410,0,127,54,[],[],0,inf,[],[],1440.8259218266533,6,[],[],0,inf,0,[],[],0,inf,0,[],[],0,inf,0,0,0,0,0,0,6,0,54,127,68.33333333333333,26.587382136812355,"[66, 54, 54, 55, 127, 54]",0,0,0,0,0,0,0,0,0,1739562647.951314
192.168.43.1,53,192.168.43.109,40246,TCP,1739562647.951792,0.28408098220825195,6,0,451,0,168,54,[],[],0,inf,[],[],1587.5754740575499,6,[],[],0,inf,0,[],[],0,inf,0,[],[],0,inf,0,0,0,0,0,0,6,0,54,168,75.16666666666667,41.73893732342606,"[66, 54, 54, 55, 168, 54]",0,0,0,0,0,0,0,0,0,1739562647.951792
192.168.43.1,53,192.168.43.109,40247,TCP,1739562647.952654,0.28628110885620117,6,0,451,0,168,54,[],[],0,inf,[],[],1575.3746441807205,6,[],[],0,inf,0,[],[],0,inf,0,[],[],0,inf,0,0,0,0,0,0,6,0,54,168,75.16666666666667,41.73893732342606,"[66, 54, 54, 55, 168, 54]",0,0,0,0,0,0,0,0,0,1739562647.952654
192.168.43.1,53,192.168.43.109,40248,TCP,1739562647.952654,0.2832190990447998,6,0,439,0,156,54,[],[],0,inf,[],[],1550.0367082608318,6,[],[],0,inf,0,[],[],0,inf,0,[],[],0,inf,0,0,0,0,0,0,6,0,54,156,73.16666666666667,37.29350554125417,"[66, 54, 54, 55, 156, 54]",0,0,0,0,0,0,0,0,0,1739562647.952654
192.168.43.1,53,192.168.43.109,40249,TCP,1739562647.952797,0.28307604789733887,6,0,481,0,198,54,[],[],0,inf,[],[],1699.1900359384724,6,[],[],0,inf,0,[],[],0,inf,0,[],[],0,inf,0,0,0,0,0,0,6,0,54,198,80.16666666666667,52.87222543285106,"[66, 54, 54, 55, 198, 54]",0,0,0,0,0,0,0,0,0,1739562647.952797
192.168.43.109,40252,192.168.43.1,53,TCP,1739562648.234575,0.39440202713012695,7,0,414,0,76,54,[],[],0,inf,[],[],1049.6903451852872,7,[],[],0,inf,0,[],[],0,inf,0,[],[],0,inf,0,0,0,0,0,0,7,0,54,76,59.142857142857146,7.989789402348321,"[66, 54, 56, 76, 54, 54, 54]",0,0,0,0,0,0,0,0,0,1739562648.234575
192.168.43.109,40253,192.168.43.1,53,TCP,1739562648.234681,0.39696502685546875,7,0,414,0,76,54,[],[],0,inf,[],[],1042.9130326151717,7,[],[],0,inf,0,[],[],0,inf,0,[],[],0,inf,0,0,0,0,0,0,7,0,54,76,59.142857142857146,7.989789402348321,"[66, 54, 56, 76, 54, 54, 54]",0,0,0,0,0,0,0,0,0,1739562648.234681
192.168.43.109,40254,192.168.43.1,53,TCP,1739562648.234787,0.39676904678344727,7,0,414,0,76,54,[],[],0,inf,[],[],1043.4281689971579,7,[],[],0,inf,0,[],[],0,inf,0,[],[],0,inf,0,0,0,0,0,0,7,0,54,76,59.142857142857146,7.989789402348321,"[66, 54, 56, 76, 54, 54, 54]",0,0,0,0,0,0,0,0,0,1739562648.234787
192.168.43.109,40255,192.168.43.1,53,TCP,1739562648.234931,0.396420955657959,7,0,423,0,85,54,[],[],0,inf,[],[],1067.0475260267876,7,[],[],0,inf,0,[],[],0,inf,0,[],[],0,inf,0,0,0,0,0,0,7,0,54,85,60.42857142857143,10.821369636803215,"[66, 54, 56, 85, 54, 54, 54]",0,0,0,0,0,0,0,0,0,1739562648.234931
192.168.43.109,40256,192.168.43.1,53,TCP,1739562648.235038,0.39636707305908203,7,0,423,0,85,54,[],[],0,inf,[],[],1067.192581703042,7,[],[],0,inf,0,[],[],0,inf,0,[],[],0,inf,0,0,0,0,0,0,7,0,54,85,60.42857142857143,10.821369636803215,"[66, 54, 56, 85, 54, 54, 54]",0,0,0,0,0,0,0,0,0,1739562648.235038
192.168.43.109,40257,192.168.43.1,53,TCP,1739562648.235135,0.3963029384613037,7,0,423,0,85,54,[],[],0,inf,[],[],1067.365287883938,7,[],[],0,inf,0,[],[],0,inf,0,[],[],0,inf,0,0,0,0,0,0,7,0,54,85,60.42857142857143,10.821369636803215,"[66, 54, 56, 85, 54, 54, 54]",0,0,0,0,0,0,0,0,0,1739562648.235135
192.168.43.1,53,192.168.43.109,40252,TCP,1739562648.238935,0.3900120258331299,6,0,388,0,105,54,[],[],0,inf,[],[],994.8411184787652,6,[],[],0,inf,0,[],[],0,inf,0,[],[],0,inf,0,0,0,0,0,0,6,0,54,105,64.66666666666667,18.544241394268166,"[66, 54, 54, 55, 105, 54]",0,0,0,0,0,0,0,0,0,1739562648.238935
192.168.43.1,53,192.168.43.109,40253,TCP,1739562648.238935,0.39259910583496094,6,0,376,0,93,54,[],[],0,inf,[],[],957.7199601622659,6,[],[],0,inf,0,[],[],0,inf,0,[],[],0,inf,0,0,0,0,0,0,6,0,54,93,62.666666666666664,14.232201360139461,"[66, 54, 54, 55, 93, 54]",0,0,0,0,0,0,0,0,0,1739562648.238935
192.168.43.1,53,192.168.43.109,40254,TCP,1739562648.238935,0.39259910583496094,6,0,428,0,145,54,[],[],0,inf,[],[],1090.1705929506643,6,[],[],0,inf,0,[],[],0,inf,0,[],[],0,inf,0,0,0,0,0,0,6,0,54,145,71.33333333333333,33.22482338386299,"[66, 54, 54, 55, 145, 54]",0,0,0,0,0,0,0,0,0,1739562648.238935
192.168.43.1,53,192.168.43.109,40255,TCP,1739562648.238935,0.392380952835083,6,0,449,0,166,54,[],[],0,inf,[],[],1144.2961151804784,6,[],[],0,inf,0,[],[],0,inf,0,[],[],0,inf,0,0,0,0,0,0,6,0,54,166,74.83333333333333,40.99762865771087,"[66, 54, 54, 55, 166, 54]",0,0,0,0,0,0,0,0,0,1739562648.238935
192.168.43.1,53,192.168.43.109,40256,TCP,1739562648.238935,0.392380952835083,6,0,437,0,154,54,[],[],0,inf,[],[],1113.713590944029,6,[],[],0,inf,0,[],[],0,inf,0,[],[],0,inf,0,0,0,0,0,0,6,0,54,154,72.83333333333333,36.55323363108781,"[66, 54, 54, 55, 154, 54]",0,0,0,0,0,0,0,0,0,1739562648.238935
192.168.43.1,53,192.168.43.109,40257,TCP,1739562648.238935,0.392380952835083,6,0,471,0,196,54,[],[],0,inf,[],[],1200.3640762806353,6,[],[],0,inf,0,[],[],0,inf,0,[],[],0,inf,0,0,0,0,0,0,6,0,54,196,78.5,52.566624392289064,"[58, 54, 54, 55, 196, 54]",0,0,0,0,0,0,0,0,0,1739562648.238935
192.168.43.109,40258,192.168.43.1,53,TCP,1739562648.31383,0.3177762031555176,7,0,431,0,93,54,[],[],0,inf,[],[],1356.300426904753,7,[],[],0,inf,0,[],[],0,inf,0,[],[],0,inf,0,0,0,0,0,0,7,0,54,93,61.57142857142857,13.457415829806498,"[66, 54, 56, 93, 54, 54, 54]",0,0,0,0,0,0,0,0,0,1739562648.31383
192.168.43.109,40259,192.168.43.1,53,TCP,1739562648.31405,0.3553309440612793,7,0,431,0,93,54,[],[],0,inf,[],[],1212.9537469319616,7,[],[],0,inf,0,[],[],0,inf,0,[],[],0,inf,0,0,0,0,0,0,7,0,54,93,61.57142857142857,13.457415829806498,"[66, 54, 56, 93, 54, 54, 54]",0,0,0,0,0,0,0,0,0,1739562648.31405
192.168.43.109,40260,192.168.43.1,53,TCP,1739562648.314211,0.3553750514984131,7,0,431,0,93,54,[],[],0,inf,[],[],1212.803200963939,7,[],[],0,inf,0,[],[],0,inf,0,[],[],0,inf,0,0,0,0,0,0,7,0,54,93,61.57142857142857,13.457415829806498,"[66, 54, 56, 93, 54, 54, 54]",0,0,0,0,0,0,0,0,0,1739562648.314211
192.168.43.1,53,192.168.43.109,40258,TCP,1739562648.31544,0.31609416007995605,6,0,523,0,240,54,[],[],0,inf,[],[],1654.570270667788,6,[],[],0,inf,0,[],[],0,inf,0,[],[],0,inf,0,0,0,0,0,0,6,0,54,240,87.16666666666667,68.48458869620879,"[66, 54, 54, 55, 240, 54]",0,0,0,0,0,0,0,0,0,1739562648.31544
192.168.43.1,53,192.168.43.109,40259,TCP,1739562648.315738,0.3536241054534912,6,0,475,0,192,54,[],[],0,inf,[],[],1343.2342215213387,6,[],[],0,inf,0,[],[],0,inf,0,[],[],0,inf,0,0,0,0,0,0,6,0,54,192,79.16666666666667,50.64390936287951,"[66, 54, 54, 55, 192, 54]",0,0,0,0,0,0,0,0,0,1739562648.315738
192.168.43.1,53,192.168.43.109,40260,TCP,1739562648.316217,0.3533511161804199,6,0,468,0,185,54,[],[],0,inf,[],[],1324.461643305071,6,[],[],0,inf,0,[],[],0,inf,0,[],[],0,inf,0,0,0,0,0,0,6,0,54,185,78.0,48.04511768466525,"[66, 54, 54, 55, 185, 54]",0,0,0,0,0,0,0,0,0,1739562648.316217
192.168.43.109,40261,192.168.43.1,53,TCP,1739562648.45292,0.5933129787445068,7,0,419,0,81,54,[],[],0,inf,[],[],706.2040019529562,7,[],[],0,inf,0,[],[],0,inf,0,[],[],0,inf,0,0,0,0,0,0,7,0,54,81,59.857142857142854,9.538322275784914,"[66, 54, 56, 81, 54, 54, 54]",0,0,0,0,0,0,0,0,0,1739562648.45292
192.168.43.109,40262,192.168.43.1,53,TCP,1739562648.45316,0.5925710201263428,7,0,419,0,81,54,[],[],0,inf,[],[],707.0882405127819,7,[],[],0,inf,0,[],[],0,inf,0,[],[],0,inf,0,0,0,0,0,0,7,0,54,81,59.857142857142854,9.538322275784914,"[66, 54, 56, 81, 54, 54, 54]",0,0,0,0,0,0,0,0,0,1739562648.45316
192.168.43.109,40263,192.168.43.1,53,TCP,1739562648.453327,0.5924391746520996,7,0,419,0,81,54,[],[],0,inf,[],[],707.2456007758957,7,[],[],0,inf,0,[],[],0,inf,0,[],[],0,inf,0,0,0,0,0,0,7,0,54,81,59.857142857142854,9.538322275784914,"[66, 54, 56, 81, 54, 54, 54]",0,0,0,0,0,0,0,0,0,1739562648.453327
192.168.43.1,53,192.168.43.109,40261,TCP,1739562648.454255,0.591965913772583,6,0,416,0,133,54,[],[],0,inf,[],[],702.7431653097103,6,[],[],0,inf,0,[],[],0,inf,0,[],[],0,inf,0,0,0,0,0,0,6,0,54,133,69.33333333333333,28.796218887593945,"[66, 54, 54, 55, 133, 54]",0,0,0,0,0,0,0,0,0,1739562648.454255
192.168.43.1,53,192.168.43.109,40262,TCP,1739562648.454993,0.5907208919525146,6,0,404,0,121,54,[],[],0,inf,[],[],683.9101265991379,6,[],[],0,inf,0,[],[],0,inf,0,[],[],0,inf,0,0,0,0,0,0,6,0,54,121,67.33333333333333,24.38350991050213,"[66, 54, 54, 55, 121, 54]",0,0,0,0,0,0,0,0,0,1739562648.454993
192.168.43.1,53,192.168.43.109,40263,TCP,1739562648.454993,0.5907208919525146,6,0,453,0,170,54,[],[],0,inf,[],[],766.8596221520037,6,[],[],0,inf,0,[],[],0,inf,0,[],[],0,inf,0,0,0,0,0,0,6,0,54,170,75.5,42.48038763162753,"[66, 54, 54, 55, 170, 54]",0,0,0,0,0,0,0,0,0,1739562648.454993
192.168.43.109,40269,192.168.43.1,53,TCP,1739562649.138476,0.45668721199035645,7,0,441,0,103,54,[],[],0,inf,[],[],965.649986295899,7,[],[],0,inf,0,[],[],0,inf,0,[],[],0,inf,0,0,0,0,0,0,7,0,54,103,63.0,16.826849293401814,"[66, 54, 56, 103, 54, 54, 54]",0,0,0,0,0,0,0,0,0,1739562649.138476
192.168.43.109,40270,192.168.43.1,53,TCP,1739562649.138679,0.45632386207580566,7,0,441,0,103,54,[],[],0,inf,[],[],966.4188894131072,7,[],[],0,inf,0,[],[],0,inf,0,[],[],0,inf,0,0,0,0,0,0,7,0,54,103,63.0,16.826849293401814,"[66, 54, 56, 103, 54, 54, 54]",0,0,0,0,0,0,0,0,0,1739562649.138679
192.168.43.109,40271,192.168.43.1,53,TCP,1739562649.138818,0.4558699131011963,7,0,441,0,103,54,[],[],0,inf,[],[],967.3812360196375,7,[],[],0,inf,0,[],[],0,inf,0,[],[],0,inf,0,0,0,0,0,0,7,0,54,103,63.0,16.826849293401814,"[66, 54, 56, 103, 54, 54, 54]",0,0,0,0,0,0,0,0,0,1739562649.138818
192.168.43.1,53,192.168.43.109,40269,TCP,1739562649.154929,0.44001197814941406,6,0,499,0,216,54,[],[],0,inf,[],[],1134.0600364987233,6,[],[],0,inf,0,[],[],0,inf,0,[],[],0,inf,0,0,0,0,0,0,6,0,54,216,83.16666666666667,59.56066002171418,"[66, 54, 54, 55, 216, 54]",0,0,0,0,0,0,0,0,0,1739562649.154929
192.168.43.1,53,192.168.43.109,40270,TCP,1739562649.154929,0.44001197814941406,6,0,643,0,360,54,[],[],0,inf,[],[],1461.3238546466516,6,[],[],0,inf,0,[],[],0,inf,0,[],[],0,inf,0,0,0,0,0,0,6,0,54,360,107.16666666666667,113.15242914857029,"[66, 54, 54, 55, 360, 54]",0,0,0,0,0,0,0,0,0,1739562649.154929
192.168.43.1,53,192.168.43.109,40271,TCP,1739562649.154929,0.43970203399658203,6,0,444,0,161,54,[],[],0,inf,[],[],1009.7747239519283,6,[],[],0,inf,0,[],[],0,inf,0,[],[],0,inf,0,0,0,0,0,0,6,0,54,161,74.0,39.145029484384516,"[66, 54, 54, 55, 161, 54]",0,0,0,0,0,0,0,0,0,1739562649.154929
192.168.43.109,40274,192.168.43.1,53,TCP,1739562671.468826,0.23199796676635742,7,0,421,0,83,54,[],[],0,inf,[],[],1814.6710760788021,7,[],[],0,inf,0,[],[],0,inf,0,[],[],0,inf,0,0,0,0,0,0,7,0,54,83,60.142857142857146,10.176002182004645,"[66, 54, 56, 83, 54, 54, 54]",0,0,0,0,0,0,0,0,0,1739562671.468826
192.168.43.109,40275,192.168.43.1,53,TCP,1739562671.468965,0.23208093643188477,7,0,421,0,83,54,[],[],0,inf,[],[],1814.0223254552516,7,[],[],0,inf,0,[],[],0,inf,0,[],[],0,inf,0,0,0,0,0,0,7,0,54,83,60.142857142857146,10.176002182004645,"[66, 54, 56, 83, 54, 54, 54]",0,0,0,0,0,0,0,0,0,1739562671.468965
192.168.43.109,40276,192.168.43.1,53,TCP,1739562671.469066,0.23172211647033691,7,0,421,0,83,54,[],[],0,inf,[],[],1816.8313254375648,7,[],[],0,inf,0,[],[],0,inf,0,[],[],0,inf,0,0,0,0,0,0,7,0,54,83,60.142857142857146,10.176002182004645,"[66, 54, 56, 83, 54, 54, 54]",0,0,0,0,0,0,0,0,0,1739562671.469066
192.168.43.1,53,192.168.43.109,40274,TCP,1739562671.472651,0.22811603546142578,6,0,395,0,112,54,[],[],0,inf,[],[],1731.574894333959,6,[],[],0,inf,0,[],[],0,inf,0,[],[],0,inf,0,0,0,0,0,0,6,0,54,112,65.83333333333333,21.090413830827398,"[66, 54, 54, 55, 112, 54]",0,0,0,0,0,0,0,0,0,1739562671.472651
192.168.43.1,53,192.168.43.109,40275,TCP,1739562671.472651,0.22838211059570312,6,0,399,0,116,54,[],[],0,inf,[],[],1747.0720406220248,6,[],[],0,inf,0,[],[],0,inf,0,[],[],0,inf,0,0,0,0,0,0,6,0,54,116,66.5,22.55179224215524,"[66, 54, 54, 55, 116, 54]",0,0,0,0,0,0,0,0,0,1739562671.472651
192.168.43.1,53,192.168.43.109,40276,TCP,1739562671.474371,0.2263960838317871,6,0,428,0,145,54,[],[],0,inf,[],[],1890.4920648627701,6,[],[],0,inf,0,[],[],0,inf,0,[],[],0,inf,0,0,0,0,0,0,6,0,54,145,71.33333333333333,33.22482338386299,"[66, 54, 54, 55, 145, 54]",0,0,0,0,0,0,0,0,0,1739562671.474371
192.168.43.109,40277,192.168.43.1,53,TCP,1739562672.012789,0.1817760467529297,7,0,421,0,83,54,[],[],0,inf,[],[],2316.0367249719316,7,[],[],0,inf,0,[],[],0,inf,0,[],[],0,inf,0,0,0,0,0,0,7,0,54,83,60.142857142857146,10.176002182004645,"[66, 54, 56, 83, 54, 54, 54]",0,0,0,0,0,0,0,0,0,1739562672.012789
192.168.43.109,40278,192.168.43.1,53,TCP,1739562672.013053,0.1817309856414795,7,0,421,0,83,54,[],[],0,inf,[],[],2316.610997920589,7,[],[],0,inf,0,[],[],0,inf,0,[],[],0,inf,0,0,0,0,0,0,7,0,54,83,60.142857142857146,10.176002182004645,"[66, 54, 56, 83, 54, 54, 54]",0,0,0,0,0,0,0,0,0,1739562672.013053
192.168.43.109,40279,192.168.43.1,53,TCP,1739562672.013274,0.18126296997070312,7,0,421,0,83,54,[],[],0,inf,[],[],2322.5924195551065,7,[],[],0,inf,0,[],[],0,inf,0,[],[],0,inf,0,0,0,0,0,0,7,0,54,83,60.142857142857146,10.176002182004645,"[66, 54, 56, 83, 54, 54, 54]",0,0,0,0,0,0,0,0,0,1739562672.013274
192.168.43.1,53,192.168.43.109,40277,TCP,1739562672.016933,0.17758798599243164,6,0,395,0,112,54,[],[],0,inf,[],[],2224.2495616614174,6,[],[],0,inf,0,[],[],0,inf,0,[],[],0,inf,0,0,0,0,0,0,6,0,54,112,65.83333333333333,21.090413830827398,"[66, 54, 54, 55, 112, 54]",0,0,0,0,0,0,0,0,0,1739562672.016933
192.168.43.1,53,192.168.43.109,40278,TCP,1739562672.016933,0.177839994430542,6,0,399,0,116,54,[],[],0,inf,[],[],2243.589813852785,6,[],[],0,inf,0,[],[],0,inf,0,[],[],0,inf,0,0,0,0,0,0,6,0,54,116,66.5,22.55179224215524,"[66, 54, 54, 55, 116, 54]",0,0,0,0,0,0,0,0,0,1739562672.016933
192.168.43.1,53,192.168.43.109,40279,TCP,1739562672.01727,0.17725086212158203,6,0,428,0,145,54,[],[],0,inf,[],[],2414.6568026643567,6,[],[],0,inf,0,[],[],0,inf,0,[],[],0,inf,0,0,0,0,0,0,6,0,54,145,71.33333333333333,33.22482338386299,"[66, 54, 54, 55, 145, 54]",0,0,0,0,0,0,0,0,0,1739562672.01727
192.168.43.109,40280,192.168.43.1,53,TCP,1739562692.810678,0.19779300689697266,7,0,426,0,88,54,[],[],0,inf,[],[],2153.7667417225566,7,[],[],0,inf,0,[],[],0,inf,0,[],[],0,inf,0,0,0,0,0,0,7,0,54,88,60.857142857142854,11.80107224460765,"[66, 54, 56, 88, 54, 54, 54]",0,0,0,0,0,0,0,0,0,1739562692.810678
192.168.43.109,40281,192.168.43.1,53,TCP,1739562692.810808,0.21722006797790527,7,0,426,0,88,54,[],[],0,inf,[],[],1961.1447688310775,7,[],[],0,inf,0,[],[],0,inf,0,[],[],0,inf,0,0,0,0,0,0,7,0,54,88,60.857142857142854,11.80107224460765,"[66, 54, 56, 88, 54, 54, 54]",0,0,0,0,0,0,0,0,0,1739562692.810808
192.168.43.109,40282,192.168.43.1,53,TCP,1739562692.810913,0.19690895080566406,7,0,426,0,88,54,[],[],0,inf,[],[],2163.4364423607817,7,[],[],0,inf,0,[],[],0,inf,0,[],[],0,inf,0,0,0,0,0,0,7,0,54,88,60.857142857142854,11.80107224460765,"[66, 54, 56, 88, 54, 54, 54]",0,0,0,0,0,0,0,0,0,1739562692.810913
192.168.43.109,40283,192.168.43.1,53,TCP,1739562692.811365,0.19666314125061035,7,0,420,0,82,54,[],[],0,inf,[],[],2135.6315033369096,7,[],[],0,inf,0,[],[],0,inf,0,[],[],0,inf,0,0,0,0,0,0,7,0,54,82,60.0,9.856107606091623,"[66, 54, 56, 82, 54, 54, 54]",0,0,0,0,0,0,0,0,0,1739562692.811365
192.168.43.109,40284,192.168.43.1,53,TCP,1739562692.811474,0.22616195678710938,7,0,420,0,82,54,[],[],0,inf,[],[],1857.0762561775769,7,[],[],0,inf,0,[],[],0,inf,0,[],[],0,inf,0,0,0,0,0,0,7,0,54,82,60.0,9.856107606091623,"[66, 54, 56, 82, 54, 54, 54]",0,0,0,0,0,0,0,0,0,1739562692.811474
192.168.43.109,40285,192.168.43.1,53,TCP,1739562692.811585,0.21670007705688477,7,0,420,0,82,54,[],[],0,inf,[],[],1938.1626702871365,7,[],[],0,inf,0,[],[],0,inf,0,[],[],0,inf,0,0,0,0,0,0,7,0,54,82,60.0,9.856107606091623,"[66, 54, 56, 82, 54, 54, 54]",0,0,0,0,0,0,0,0,0,1739562692.811585
192.168.43.1,53,192.168.43.109,40280,TCP,1739562692.814971,0.19348597526550293,6,0,400,0,117,54,[],[],0,inf,[],[],2067.33330129544,6,[],[],0,inf,0,[],[],0,inf,0,[],[],0,inf,0,0,0,0,0,0,6,0,54,117,66.66666666666667,22.917727248185457,"[66, 54, 54, 55, 117, 54]",0,0,0,0,0,0,0,0,0,1739562692.814971
192.168.43.1,53,192.168.43.109,40281,TCP,1739562692.815164,0.21283698081970215,6,0,388,0,105,54,[],[],0,inf,[],[],1822.991467486947,6,[],[],0,inf,0,[],[],0,inf,0,[],[],0,inf,0,0,0,0,0,0,6,0,54,105,64.66666666666667,18.544241394268166,"[66, 54, 54, 55, 105, 54]",0,0,0,0,0,0,0,0,0,1739562692.815164
192.168.43.1,53,192.168.43.109,40282,TCP,1739562692.815931,0.19187283515930176,6,0,429,0,146,54,[],[],0,inf,[],[],2235.8558450643845,6,[],[],0,inf,0,[],[],0,inf,0,[],[],0,inf,0,0,0,0,0,0,6,0,54,146,71.5,33.59439437366498,"[66, 54, 54, 55, 146, 54]",0,0,0,0,0,0,0,0,0,1739562692.815931
192.168.43.1,53,192.168.43.109,40283,TCP,1739562692.816406,0.19160795211791992,6,0,394,0,111,54,[],[],0,inf,[],[],2056.282088738798,6,[],[],0,inf,0,[],[],0,inf,0,[],[],0,inf,0,0,0,0,0,0,6,0,54,111,65.66666666666667,20.725722075613085,"[66, 54, 54, 55, 111, 54]",0,0,0,0,0,0,0,0,0,1739562692.816406
192.168.43.1,53,192.168.43.109,40284,TCP,1739562692.816406,0.2212080955505371,6,0,382,0,99,54,[],[],0,inf,[],[],1726.880741183039,6,[],[],0,inf,0,[],[],0,inf,0,[],[],0,inf,0,0,0,0,0,0,6,0,54,99,63.666666666666664,16.377491328717664,"[66, 54, 54, 55, 99, 54]",0,0,0,0,0,0,0,0,0,1739562692.816406
192.168.43.1,53,192.168.43.109,40285,TCP,1739562692.816664,0.21160292625427246,6,0,383,0,108,54,[],[],0,inf,[],[],1809.9938728624593,6,[],[],0,inf,0,[],[],0,inf,0,[],[],0,inf,0,0,0,0,0,0,6,0,54,108,63.833333333333336,19.802497036709507,"[58, 54, 54, 55, 108, 54]",0,0,0,0,0,0,0,0,0,1739562692.816664
192.168.43.109,40289,192.168.43.1,53,TCP,1739562693.867937,0.1637568473815918,7,0,425,0,87,54,[],[],0,inf,[],[],2595.311321606299,7,[],[],0,inf,0,[],[],0,inf,0,[],[],0,inf,0,0,0,0,0,0,7,0,54,87,60.714285714285715,11.473127431577865,"[66, 54, 56, 87, 54, 54, 54]",0,0,0,0,0,0,0,0,0,1739562693.867937
192.168.43.109,40290,192.168.43.1,53,TCP,1739562693.86812,0.1637580394744873,7,0,425,0,87,54,[],[],0,inf,[],[],2595.292428780041,7,[],[],0,inf,0,[],[],0,inf,0,[],[],0,inf,0,0,0,0,0,0,7,0,54,87,60.714285714285715,11.473127431577865,"[66, 54, 56, 87, 54, 54, 54]",0,0,0,0,0,0,0,0,0,1739562693.86812
192.168.43.109,40291,192.168.43.1,53,TCP,1739562693.868253,0.16347789764404297,7,0,425,0,87,54,[],[],0,inf,[],[],2599.73981880655,7,[],[],0,inf,0,[],[],0,inf,0,[],[],0,inf,0,0,0,0,0,0,7,0,54,87,60.714285714285715,11.473127431577865,"[66, 54, 56, 87, 54, 54, 54]",0,0,0,0,0,0,0,0,0,1739562693.868253
192.168.43.1,53,192.168.43.109,40289,TCP,1739562693.870535,0.16113519668579102,6,0,422,0,139,54,[],[],0,inf,[],[],2618.918825183103,6,[],[],0,inf,0,[],[],0,inf,0,[],[],0,inf,0,0,0,0,0,0,6,0,54,139,70.33333333333333,31.00895927882062,"[66, 54, 54, 55, 139, 54]",0,0,0,0,0,0,0,0,0,1739562693.870535
192.168.43.1,53,192.168.43.109,40290,TCP,1739562693.870836,0.1610250473022461,6,0,410,0,127,54,[],[],0,inf,[],[],2546.1877320888143,6,[],[],0,inf,0,[],[],0,inf,0,[],[],0,inf,0,0,0,0,0,0,6,0,54,127,68.33333333333333,26.587382136812355,"[66, 54, 54, 55, 127, 54]",0,0,0,0,0,0,0,0,0,1739562693.870836
192.168.43.1,53,192.168.43.109,40291,TCP,1739562693.871497,0.1601731777191162,6,0,459,0,176,54,[],[],0,inf,[],[],2865.648334735009,6,[],[],0,inf,0,[],[],0,inf,0,[],[],0,inf,0,0,0,0,0,0,6,0,54,176,76.5,44.70551792937124,"[66, 54, 54, 55, 176, 54]",0,0,0,0,0,0,0,0,0,1739562693.871497
192.168.43.109,40293,192.168.43.1,53,TCP,1739562713.495693,0.7585740089416504,7,0,423,0,85,54,[],[],0,inf,[],[],557.6252218160789,7,[],[],0,inf,0,[],[],0,inf,0,[],[],0,inf,0,0,0,0,0,0,7,0,54,85,60.42857142857143,10.821369636803215,"[66, 54, 56, 85, 54, 54, 54]",0,0,0,0,0,0,0,0,0,1739562713.495693
192.168.43.109,40294,192.168.43.1,53,TCP,1739562713.495844,0.7577102184295654,7,0,423,0,85,54,[],[],0,inf,[],[],558.2609152041163,7,[],[],0,inf,0,[],[],0,inf,0,[],[],0,inf,0,0,0,0,0,0,7,0,54,85,60.42857142857143,10.821369636803215,"[66, 54, 56, 85, 54, 54, 54]",0,0,0,0,0,0,0,0,0,1739562713.495844
192.168.43.109,40295,192.168.43.1,53,TCP,1739562713.495948,0.7607898712158203,7,0,423,0,85,54,[],[],0,inf,[],[],556.0010930797522,7,[],[],0,inf,0,[],[],0,inf,0,[],[],0,inf,0,0,0,0,0,0,7,0,54,85,60.42857142857143,10.821369636803215,"[66, 54, 56, 85, 54, 54, 54]",0,0,0,0,0,0,0,0,0,1739562713.495948
192.168.43.109,40296,192.168.43.1,53,TCP,1739562713.496763,0.7567729949951172,7,0,425,0,87,54,[],[],0,inf,[],[],561.5950923337879,7,[],[],0,inf,0,[],[],0,inf,0,[],[],0,inf,0,0,0,0,0,0,7,0,54,87,60.714285714285715,11.473127431577865,"[66, 54, 56, 87, 54, 54, 54]",0,0,0,0,0,0,0,0,0,1739562713.496763
192.168.43.109,40297,192.168.43.1,53,TCP,1739562713.496874,0.7566947937011719,7,0,425,0,87,54,[],[],0,inf,[],[],561.6531308762219,7,[],[],0,inf,0,[],[],0,inf,0,[],[],0,inf,0,0,0,0,0,0,7,0,54,87,60.714285714285715,11.473127431577865,"[66, 54, 56, 87, 54, 54, 54]",0,0,0,0,0,0,0,0,0,1739562713.496874
